date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
04:57:44	81115/81115	---M--	200	added ('OK')	text/css	date:Fri,%2023%20Feb%202024%2019:39:08%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/css/custom.css	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/css/custom.css	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/index.html)
04:57:44	12281/12281	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2022%20Dec%202023%2023:51:52%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/logo.svg	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/logo.svg	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/index.html)
04:57:44	39352/39352	---M--	200	added ('OK')	text/html	date:Fri,%2023%20Feb%202024%2021:18:10%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/about.html	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/about.html	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/index.html)
04:57:45	55096/55096	---M--	200	added ('OK')	text/html	date:Fri,%2023%20Feb%202024%2001:50:28%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/index-2.html	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/index.html)
04:57:45	23895/23895	---M--	200	added ('OK')	text/html	date:Fri,%2023%20Feb%202024%2001:51:38%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/services.html	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/services.html	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/index.html)
04:57:45	25091/25091	---M--	200	added ('OK')	text/html	date:Fri,%2023%20Feb%202024%2001:51:30%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/services-single.html	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/services-single.html	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/index.html)
04:57:46	25796/25796	---M--	200	added ('OK')	text/html	date:Fri,%2023%20Feb%202024%2001:51:16%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/blog.html	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/blog.html	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/index.html)
04:57:46	25891/25891	---M--	200	added ('OK')	text/html	date:Fri,%2023%20Feb%202024%2001:51:06%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/blog-single.html	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/blog-single.html	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/index.html)
04:57:46	14788/14788	---M--	200	added ('OK')	text/html	date:Fri,%2023%20Feb%202024%2001:50:38%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/404.html	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/404.html	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/index.html)
04:57:47	23950/23950	---M--	200	added ('OK')	text/html	date:Fri,%2023%20Feb%202024%2001:51:54%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/team.html	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/team.html	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/index.html)
04:57:47	20311/20311	---M--	200	added ('OK')	text/html	date:Fri,%2023%20Feb%202024%2001:49:26%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/contact.html	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/contact.html	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/index.html)
04:57:47	727/727	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2006%20Jan%202024%2022:10:34%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/icon-peace-of-mind.svg	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/icon-peace-of-mind.svg	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/index.html)
04:57:48	6159/6159	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2006%20Jan%202024%2022:11:22%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/icon-tailored-cover.svg	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/icon-tailored-cover.svg	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/index.html)
04:57:48	6986/6986	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2006%20Jan%202024%2022:11:50%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/icon-24-7-support.svg	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/icon-24-7-support.svg	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/index.html)
04:57:49	8464/8464	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2026%20Dec%202023%2022:43:36%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/icon-secure-services.svg	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/icon-secure-services.svg	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/index.html)
04:57:50	7329/7329	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2026%20Dec%202023%2022:44:02%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/icon-money-back.svg	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/icon-money-back.svg	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/index.html)
04:57:51	4387/4387	---M--	200	added ('OK')	image/png	date:Wed,%2027%20Dec%202023%2022:25:58%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/home-contact-bg.png	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/home-contact-bg.png	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/index.html)
04:57:51	501526/501526	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Feb%202024%2021:47:08%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/video-placeholder.jpg	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/video-placeholder.jpg	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/index.html)
04:57:51	2033/2033	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2013%20Feb%202024%2018:05:26%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/icon-services-1.svg	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/icon-services-1.svg	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/index.html)
04:57:52	3622/3622	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2013%20Feb%202024%2018:05:26%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/icon-services-2.svg	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/icon-services-2.svg	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/index.html)
04:57:53	318618/318618	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Feb%202024%2021:58:14%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/services-2.jpg	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/services-2.jpg	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/index.html)
04:57:54	5115/5115	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2013%20Feb%202024%2018:05:26%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/icon-services-3.svg	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/icon-services-3.svg	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/index.html)
04:57:54	374249/374249	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Feb%202024%2022:02:52%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/services-3.jpg	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/services-3.jpg	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/index.html)
04:57:55	315/315	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2019%20Apr%202024%2008:57:23%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/contact-us.html	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/contact-us.html	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/index.html)
04:57:55	7217/7217	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2003%20Jan%202024%2001:06:32%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/icon-happy-customers.svg	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/icon-happy-customers.svg	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/index.html)
04:57:55	5742/5742	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2003%20Jan%202024%2001:07:14%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/icon-insurance-careers.svg	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/icon-insurance-careers.svg	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/index.html)
04:57:55	103708/103708	---M--	200	added ('OK')	image/png	date:Thu,%2004%20Jan%202024%2017:36:48%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/get-consulations.png	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/get-consulations.png	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/index.html)
04:57:56	8936/8936	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2003%20Jan%202024%2001:07:46%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/icon-awards-won.svg	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/icon-awards-won.svg	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/index.html)
04:57:56	12683/12683	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2003%20Jan%202024%2001:08:14%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/icon-claims-settled.svg	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/icon-claims-settled.svg	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/index.html)
04:57:56	363204/363204	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Feb%202024%2021:57:38%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/services-1.jpg	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/services-1.jpg	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/index.html)
04:57:58	410241/410241	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Feb%202024%2022:24:10%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/team-1.jpg	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/team-1.jpg	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/index.html)
04:57:59	477108/477108	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Feb%202024%2022:25:28%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/team-2.jpg	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/team-2.jpg	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/index.html)
04:57:59	296625/296625	---M--	200	added ('OK')	image/jpeg	date:Fri,%2005%20Jan%202024%2021:08:12%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/why-choose-us-img.jpg	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/why-choose-us-img.jpg	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/index.html)
04:58:00	349517/349517	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Feb%202024%2022:26:14%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/team-3.jpg	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/team-3.jpg	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/index.html)
04:58:00	4649/4649	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2005%20Jan%202024%2021:09:28%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/icon-support-team.svg	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/icon-support-team.svg	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/index.html)
04:58:01	17563/17563	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Feb%202024%2017:57:48%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/author-1.jpg	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/author-1.jpg	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/index.html)
04:58:01	74799/74799	---M--	200	added ('OK')	image/jpeg	date:Fri,%2005%20Jan%202024%2021:08:42%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/why-choose-us-video-img.jpg	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/why-choose-us-video-img.jpg	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/index.html)
04:58:01	17649/17649	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Feb%202024%2017:57:06%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/author-2.jpg	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/author-2.jpg	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/index.html)
04:58:01	18235/18235	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Feb%202024%2017:58:30%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/author-3.jpg	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/author-3.jpg	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/index.html)
04:58:02	18751/18751	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Feb%202024%2017:59:14%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/author-4.jpg	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/author-4.jpg	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/index.html)
04:58:02	19970/19970	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Feb%202024%2017:59:56%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/author-5.jpg	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/author-5.jpg	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/index.html)
04:58:04	666601/666601	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Feb%202024%2022:52:12%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/post-1.jpg	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/post-1.jpg	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/index.html)
04:58:04	12265/12265	---M--	200	added ('OK')	image/svg+xml	date:Sun,%2007%20Jan%202024%2000:24:16%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/footer-logo.svg	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/footer-logo.svg	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/index.html)
04:58:05	87532/87532	---M--	200	added ('OK')	application/javascript	date:Sat,%2018%20Nov%202023%2020:46:18%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/js/jquery-3.7.1.min.js	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/js/jquery-3.7.1.min.js	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/index.html)
04:58:06	60577/60577	---M--	200	added ('OK')	application/javascript	date:Fri,%2015%20Sep%202023%2002:40:44%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/js/bootstrap.min.js	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/js/bootstrap.min.js	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/index.html)
04:58:06	7729/7729	---M--	200	added ('OK')	application/javascript	date:Sat,%2022%20Jul%202023%2000:36:34%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/js/validator.min.js	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/js/validator.min.js	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/index.html)
04:58:06	651326/651326	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Feb%202024%2022:53:16%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/post-2.jpg	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/post-2.jpg	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/index.html)
04:58:06	21081/21081	---M--	200	added ('OK')	application/javascript	date:Wed,%2028%20Jun%202023%2021:56:50%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/js/jquery.slicknav.js	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/js/jquery.slicknav.js	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/index.html)
04:58:07	9028/9028	---M--	200	added ('OK')	application/javascript	date:Fri,%2021%20Jul%202023%2022:33:04%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/js/jquery.waypoints.min.js	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/js/jquery.waypoints.min.js	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/index.html)
04:58:07	837601/837601	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Feb%202024%2022:54:00%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/post-3.jpg	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/post-3.jpg	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/index.html)
04:58:07	1057/1057	---M--	200	added ('OK')	application/javascript	date:Fri,%2021%20Jul%202023%2022:33:06%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/js/jquery.counterup.min.js	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/js/jquery.counterup.min.js	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/index.html)
04:58:07	148486/148486	---M--	200	added ('OK')	application/javascript	date:Fri,%2022%20Dec%202023%2022:17:36%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/js/swiper-bundle.min.js	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/js/swiper-bundle.min.js	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/index.html)
04:58:07	20216/20216	---M--	200	added ('OK')	application/javascript	date:Sat,%2026%20Feb%202022%2005:50:42%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/js/jquery.magnific-popup.min.js	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/js/jquery.magnific-popup.min.js	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/index.html)
04:58:08	2072/2072	---M--	200	added ('OK')	application/javascript	date:Tue,%2023%20Jan%202024%2023:02:10%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/js/parallaxie.js	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/js/parallaxie.js	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/index.html)
04:58:08	23366/23366	---M--	200	added ('OK')	application/javascript	date:Sat,%2022%20Jul%202023%2019:16:52%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/js/SmoothScroll.js	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/js/SmoothScroll.js	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/index.html)
04:58:09	63403/63403	---M--	200	added ('OK')	application/javascript	date:Wed,%2003%20Nov%202021%2017:25:12%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/js/gsap.min.js	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/js/gsap.min.js	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/index.html)
04:58:09	17047/17047	---M--	200	added ('OK')	application/javascript	date:Sat,%2023%20Dec%202023%2000:41:34%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/js/magiccursor.js	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/js/magiccursor.js	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/index.html)
04:58:09	11812/11812	---M--	200	added ('OK')	application/javascript	date:Fri,%2012%20Jan%202024%2017:42:08%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/js/splitType.js	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/js/splitType.js	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/index.html)
04:58:10	16155/16155	---M--	200	added ('OK')	application/javascript	date:Fri,%2012%20Jan%202024%2018:42:36%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/js/ScrollTrigger.min.js	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/js/ScrollTrigger.min.js	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/index.html)
04:58:10	16064/16064	---M--	200	added ('OK')	application/javascript	date:Sun,%2019%20Mar%202017%2014:56:32%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/js/wow.js	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/js/wow.js	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/index.html)
04:58:10	7588/7588	---M--	200	added ('OK')	application/javascript	date:Fri,%2023%20Feb%202024%2010:10:02%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/js/function.js	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/js/function.js	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/index.html)
04:58:12	108020/108020	---M--	200	added ('OK')	font/woff2	date:Fri,%2024%20Mar%202023%2003:16:26%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/webfonts/fa-brands-400.woff2	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/css/all.min.css)
04:58:12	24948/24948	---M--	200	added ('OK')	font/woff2	date:Fri,%2024%20Mar%202023%2003:16:26%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/webfonts/fa-regular-400.woff2	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/webfonts/fa-regular-400.woff2	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/css/all.min.css)
